customer_id,first_name,last_name,date_of_birth,gender,email_domain,area_code,exchange,subscriber,street_number,street_name,street_type,city,state,zip_code,annual_income,employment_status,employment_length_years,housing_status,customer_since,social_data_share,linked_in_url,twitter_url,facebook_url,youtube_url,youtube_monetized
CUST00263,Dominic,Howell,1979-02-22,Female,hotmail.com,70488,8519,3427,75,Sam knolls,port,North Samantha,Durham,HS81 9FA,18206.47,Student,13,Rent,2021-09-10,1,http://www.hussain.biz/,http://www.wright.co.uk/,,,1.0
CUST00264,Beth,Jackson,1975-03-31,Other,yahoo.co.uk,72629,1380,4815,268,Wilkinson locks,hills,North Caroleville,East Renfrewshire,EX8 6NN,14791.08,Student,20,Rent,2017-09-08,1,http://www.williamson-murray.info/,https://lee.com/,https://harding-matthews.com/,http://clarke.org/,
CUST00265,Patrick,Edwards,1989-02-03,Female,yahoo.com,13204,1797,0366,02,Benjamin avenue,keys,Lake Shaun,Falkirk,DG8 3EA,26753.57,Unemployed,39,Rent,2020-11-21,0,http://dixon.com/,http://conway.org/,,http://www.price.biz/,
CUST00266,Ben,West,1989-02-04,Male,yahoo.com,28389,1368,8352,91,Rose track,street,South Hayleyfort,Radnorshire,B6 9GA,13251.7,Student,32,Own,2024-07-28,1,http://welch.com/,https://clark-bell.com/,https://davis.com/,https://hunter.com/,0.0
CUST00267,Rita,Dickinson,1984-07-02,Other,outlook.com,86295,6074,7996,08,Andrea tunnel,ranch,Parkesfort,Staffordshire,N9W 6LD,66567.38,Unemployed,22,Rent,2024-01-29,1,http://ali.com/,,https://matthews.net/,,0.0
CUST00268,Eleanor,Dean,1985-05-01,Other,hotmail.com,44509,6489,9830,74,Marian ranch,street,Smithville,Fife,KT3 2TQ,51055.91,Employed,13,Own,2015-08-20,0,,,http://www.thomas.biz/,https://www.gregory.com/,0.0
CUST00269,Andrew,Walker,1983-09-28,Female,yahoo.co.uk,18493,6001,6745,86,O'Brien camp,lane,Port Malcolm,Greater London,HS9 7FP,30873.16,Unemployed,13,Council Housing,2022-08-27,0,http://www.harvey.com/,,,,1.0
CUST00270,Damian,Stevens,2002-08-23,Male,outlook.com,70474,3835,6221,7,Ruth divide,roads,Hugheschester,Surrey,L9F 5XP,51728.27,Self-Employed,38,Rent,2018-04-29,1,http://davies.com/,https://www.clark-kerr.info/,https://www.collins-goodwin.com/,http://anderson-smith.info/,
CUST00271,Mohammad,Phillips,1975-02-02,Female,hotmail.com,52478,0537,9260,788,Nicole cliff,knoll,South Paige,City of Edinburgh,B48 2PD,30474.43,Student,25,Own,2020-09-30,0,http://www.marshall-hanson.co.uk/,,http://wilson.com/,http://www.field-jones.com/,
CUST00272,Ricky,Taylor,1993-03-17,Female,gmail.com,76296,9999,1896,844,Naomi hill,loaf,Katherinehaven,West Midlands,W9F 2XQ,17642.02,Student,14,Own,2023-10-04,0,https://clarke.org/,,http://www.hammond.org/,https://www.burns.com/,
CUST00273,Ruth,Jenkins,1990-03-01,Male,gmail.com,05984,0388,0099,217,Mellor land,island,New Diane,Carmarthenshire,L3W 1PW,29419.09,Employed,20,Council Housing,2024-07-29,0,http://brown.com/,https://www.morris.org/,http://www.hayward.com/,https://willis.com/,0.0
CUST00274,Adrian,Smith,1988-06-11,Male,gmail.com,85818,7366,0058,61,Parkinson highway,mission,North Naomi,Worcestershire,UB63 9GQ,44814.84,Student,12,Rent,2021-04-25,0,http://www.harris-leach.co.uk/,http://www.walker.com/,http://owens.com/,http://www.gough-smith.co.uk/,1.0
CUST00275,Amy,Hamilton,1966-07-20,Other,hotmail.co.uk,53584,2763,3096,067,Smith throughway,wall,New Kyleburgh,East Ayrshire,M9J 4PQ,16839.63,Employed,23,Council Housing,2017-04-27,1,http://morris.com/,https://brown.net/,,http://www.bryant-perry.com/,
CUST00276,Reece,Rogers,1973-08-03,Female,hotmail.co.uk,87387,0909,0412,1,Hilary knolls,mission,Macdonaldview,Tyne and Wear,B0 9LE,31974.84,Employed,24,Rent,2025-01-10,0,http://www.hyde-porter.net/,http://www.jones.co.uk/,,http://www.dunn-hall.org/,
CUST00277,Nicole,Jones,1985-12-09,Female,hotmail.com,32251,0034,0200,536,Atkinson cliff,ports,Dominicchester,Falkirk,B0F 7ZP,33910.66,Self-Employed,13,Council Housing,2015-12-05,1,http://www.smith-shepherd.org/,http://www.stevens-hall.com/,http://walsh.com/,https://www.bond.info/,0.0
CUST00278,Patrick,Skinner,1961-02-11,Male,hotmail.com,46171,4422,9447,26,Gavin spring,falls,Hartstad,West Yorkshire,L2 6DT,13260.9,Unemployed,29,Council Housing,2020-07-09,0,http://www.wells-mason.com/,https://www.sims-whitehouse.org/,http://jackson.biz/,https://jenkins.info/,1.0
CUST00279,Suzanne,Rowe,1994-05-16,Other,outlook.com,23760,9074,2353,84,Dixon canyon,parkways,North Francis,Inverclyde,S5E 2FA,22940.29,Self-Employed,29,Rent,2018-04-11,1,http://www.reid.co.uk/,,,http://www.poole-winter.com/,
CUST00280,Charlie,Metcalfe,1960-10-26,Female,gmail.com,34673,0916,0854,186,Watkins loaf,gardens,North Danielshire,East Dunbartonshire,SL3 6EE,37185.18,Student,29,Rent,2019-07-29,1,https://www.norris.com/,,,http://smith.com/,
CUST00281,Kieran,Page,1972-04-14,Male,outlook.com,01535,7201,9402,20,Knight cliff,parks,Charlenemouth,Hertfordshire,DY53 4GJ,22568.46,Self-Employed,35,Council Housing,2021-04-11,1,https://www.harris.org/,http://www.harrison.biz/,,,0.0
CUST00282,Brian,Johnson,2002-05-24,Female,hotmail.com,90461,8382,4850,66,Wilson via,trail,Graemefurt,Derry and Londonderry,M2 7SJ,33299.5,Unemployed,23,Rent,2020-07-08,1,https://www.johnson.com/,http://peters-roberts.com/,https://smith.net/,https://www.watkins-wilkinson.com/,1.0
CUST00283,Elliott,Peacock,1968-01-03,Other,yahoo.co.uk,67086,9477,7422,5,Barker inlet,center,Samanthafurt,Fife,E21 6LZ,45533.91,Employed,13,Rent,2021-06-23,0,http://allen-thompson.biz/,https://summers.org/,https://www.walton.com/,https://www.wilson-davies.com/,1.0
CUST00284,Donna,Cameron,1993-08-16,Other,yahoo.com,88496,4341,1860,3,Benjamin square,flats,New Katieside,Moray,B1B 0AH,35464.43,Employed,1,Council Housing,2020-06-25,1,,,,,0.0
CUST00285,Alice,Bradley,1975-10-18,Other,gmail.com,19786,5501,7807,7,Julian mountain,creek,Whitehousetown,Fife,ML1W 2FH,44456.59,Student,3,Council Housing,2021-12-14,1,,https://russell-wilkinson.info/,https://www.williams.net/,,
CUST00286,Kenneth,Lyons,1959-11-22,Female,yahoo.com,80855,6906,9139,21,Holloway crescent,villages,Lawrenceberg,Radnorshire,B7 3HQ,27239.67,Employed,13,Own,2016-03-16,0,https://www.baker-campbell.com/,http://www.freeman-harris.com/,,,0.0
CUST00287,Gerald,Brown,1979-12-06,Other,gmail.com,91053,5348,6157,8,Potter track,way,East Janiceland,Aberdeenshire,HP12 9QY,24233.07,Self-Employed,39,Own,2023-11-19,0,http://smith-patel.co.uk/,,http://wilson.com/,http://williams-hicks.com/,0.0
CUST00288,Leonard,Davison,1990-11-23,Male,yahoo.co.uk,05171,0317,6029,5,Welch lock,spur,Robinsonmouth,Norfolk,M0H 6LF,11380.75,Student,4,Own,2015-08-04,1,https://martin.com/,https://www.parry.com/,,,
CUST00289,Sarah,Butler,1974-03-30,Male,hotmail.co.uk,87906,5089,5670,789,Knight junction,key,Samchester,Dorset,B3W 2GU,31165.39,Student,37,Own,2018-12-28,0,https://www.briggs-gardner.com/,http://www.webb-carter.info/,https://jenkins-morgan.com/,https://www.marsh.org/,
CUST00290,Paige,Patel,1979-01-29,Other,hotmail.com,98305,0142,6370,00,Jackson fords,ferry,Leeburgh,Staffordshire,IM9 1TG,49449.44,Unemployed,37,Rent,2024-12-30,0,https://robinson-chadwick.com/,http://www.simmons.com/,https://harrison.org/,http://www.harrison-chambers.info/,
CUST00291,Jeremy,Henderson,1965-05-03,Female,yahoo.com,63504,5397,5602,8,Rosie stravenue,cove,New Jordan,Lincolnshire,E54 9BL,43193.5,Employed,3,Rent,2019-10-28,1,http://www.sutton.com/,http://www.bailey.com/,,https://www.dyer.co.uk/,0.0
CUST00292,Mohamed,Ward,1963-06-16,Other,gmail.com,54503,6296,9075,659,William crest,divide,South Joanne,Northamptonshire,W7 9QL,42362.55,Unemployed,18,Council Housing,2018-02-20,0,http://www.clayton-russell.com/,http://www.cook-fleming.com/,,http://www.williams-campbell.com/,
CUST00293,Hayley,Patel,1986-09-09,Other,yahoo.com,47528,9284,1432,9,Clifford freeway,shores,New Angelafort,Moray,RH24 9FQ,52884.06,Self-Employed,38,Council Housing,2019-09-10,0,http://www.knight.com/,https://www.gardner.net/,https://williams.biz/,,1.0
CUST00294,Beverley,Ryan,1973-08-20,Male,yahoo.com,99865,8588,2925,35,Francis prairie,lock,New Sam,Merseyside,N01 5RG,28362.05,Unemployed,13,Own,2020-07-08,0,https://www.ali.com/,http://www.james.com/,,,
CUST00295,Nicholas,Hussain,1998-06-08,Other,yahoo.com,09662,1740,2247,1,Margaret walk,avenue,South Michaelhaven,Kent,LU05 4RE,50751.58,Unemployed,37,Own,2022-07-12,1,http://taylor-dickinson.com/,https://www.allen.info/,http://www.davison-williams.biz/,http://www.griffiths.biz/,
CUST00296,Geoffrey,Brown,2001-06-02,Female,hotmail.com,16423,7606,8870,7,Kyle hills,square,North Leslie,Warwickshire,L7E 4DU,10882.94,Self-Employed,35,Council Housing,2018-04-12,1,http://rowe-goodwin.com/,,https://tyler-turner.com/,https://charlton.com/,0.0
CUST00297,Samantha,Moore,1962-03-28,Other,hotmail.com,23864,4359,1437,844,Clare center,locks,Reevesmouth,South Ayrshire,WS6 6TF,26859.09,Self-Employed,37,Own,2022-01-05,0,http://bennett.com/,,https://www.patel.com/,http://www.jones-booth.org/,
CUST00298,Jamie,Brown,1994-08-07,Female,hotmail.com,07860,8330,7941,087,Mills parkway,trace,Sianton,Radnorshire,SY39 3NG,31839.82,Student,32,Own,2024-03-06,1,,https://cox.co.uk/,https://www.woods.com/,https://www.miah-moore.com/,
CUST00299,Janice,Taylor,1989-07-19,Other,gmail.com,63201,2718,2694,0,Bethan ramp,plain,North Frances,Somerset,GU9 1NQ,37592.79,Student,5,Council Housing,2025-01-14,0,https://turner.com/,http://williams.org/,http://moore.com/,http://www.lane.com/,0.0
CUST00300,Natalie,Wood,1967-01-05,Other,yahoo.co.uk,80664,0370,0817,6,Debra expressway,rapid,Waltonport,West Midlands,N0S 7FW,-3898.17,Student,2,Own,2024-01-20,1,https://www.willis.biz/,http://vincent.biz/,http://www.stevenson-daniels.net/,http://www.smith.info/,1.0
CUST00301,Kevin,Woods,1971-05-05,Other,yahoo.co.uk,44435,2536,7603,670,Billy gardens,lane,Aaronport,Cornwall,HU3 4WD,38565.92,Self-Employed,34,Rent,2024-06-24,0,,,https://davies-coates.biz/,https://www.parsons.org/,
CUST00302,Alison,Turner,1976-05-06,Female,hotmail.co.uk,46623,9497,0666,7,Williamson key,lane,New Mandy,Tyrone,L3F 6XW,35646.77,Employed,25,Own,2023-04-24,0,https://birch.com/,,,,0.0
CUST00303,Adrian,Smith,1995-02-26,Female,yahoo.com,84931,4407,3897,28,Daniels ramp,ridge,Berryfurt,West Midlands,G40 9FB,19084.85,Student,11,Own,2024-03-28,1,,http://www.holden-holland.info/,,https://hewitt.net/,1.0
CUST00304,Jasmine,Matthews,1998-02-04,Male,hotmail.co.uk,56820,7240,6100,77,Jemma extension,cliffs,Scottstad,Derbyshire,S19 0FP,25484.28,Student,20,Own,2025-05-07,1,http://www.jones.com/,,,http://white-patterson.net/,
CUST00305,Tina,Savage,1977-11-08,Female,yahoo.co.uk,07862,7328,0558,115,Smith stravenue,union,Kingbury,North Lanarkshire,CH6A 7AB,57950.66,Unemployed,14,Rent,2020-04-07,0,http://www.edwards.com/,http://turner.org/,,,0.0
CUST00306,Janice,Burrows,1964-12-16,Other,hotmail.co.uk,39662,6529,3974,08,Ann oval,canyon,Chamberston,North Ayrshire,B19 8NJ,31235.26,Student,20,Own,2016-10-04,0,,http://www.davis.com/,http://white.com/,,0.0
CUST00307,Tracey,Smith,2004-03-15,Other,gmail.com,96047,7082,7662,23,Campbell ports,lane,West Daletown,Hertfordshire,IP1Y 0FQ,31884.17,Employed,20,Council Housing,2023-09-08,0,https://www.walker.biz/,http://leach.biz/,https://www.norton-middleton.com/,http://smart-johnson.org/,0.0
CUST00308,Trevor,Brown,1974-02-20,Other,hotmail.co.uk,91203,9531,5449,0,Hussain point,rapids,Annetteport,Worcestershire,E18 8EX,36292.39,Employed,17,Council Housing,2022-01-14,1,,https://kelly.com/,https://taylor.co.uk/,,1.0
CUST00309,Lauren,Burrows,1992-12-26,Female,hotmail.co.uk,05660,6602,6715,05,Allen landing,curve,West Josh,Dorset,L95 7YL,46978.61,Employed,20,Own,2016-05-18,1,https://morris.com/,,,https://www.wood-lees.com/,0.0
CUST00310,Carly,Begum,2002-10-12,Male,hotmail.co.uk,64693,0570,9567,3,Gareth spurs,squares,Kellyberg,Northumberland,S4E 2XF,27337.98,Unemployed,9,Rent,2020-11-23,1,http://www.hudson-wheeler.info/,https://www.obrien-jones.com/,http://www.wilkinson.com/,,
CUST00311,Shane,Vincent,1960-11-22,Other,hotmail.co.uk,40169,2907,9138,1,Paul stravenue,village,Pearsonbury,Nottinghamshire,CV2P 2UT,35774.46,Unemployed,23,Rent,2023-05-15,0,,https://www.singh.net/,http://murray-elliott.com/,,
CUST00312,Angela,Harper,1997-06-03,Male,hotmail.com,36059,4067,3638,564,Briggs haven,ports,Phillipsfort,Shetland Islands,L1J 9YU,57652.23,Self-Employed,32,Rent,2025-03-09,0,https://www.anderson-cole.biz/,,http://brown-bird.co.uk/,,0.0
CUST00313,Gavin,Wilkins,1987-10-16,Female,yahoo.co.uk,32239,5340,2567,871,Scott ford,mission,Tomlinsonside,West Berkshire,S8 6DH,21235.31,Employed,37,Rent,2019-10-06,1,https://jones-robinson.org/,https://mitchell.net/,https://phillips.co.uk/,http://www.taylor.com/,
CUST00314,Adam,Bryant,1963-06-16,Male,hotmail.co.uk,61662,5557,8682,05,Elizabeth light,knoll,Victorville,Lancashire,M44 8YZ,25845.73,Self-Employed,33,Council Housing,2023-06-14,1,https://www.roberts.com/,https://lewis.com/,https://www.collins.com/,,
CUST00315,Jordan,Wallace,1979-09-19,Female,hotmail.com,38602,9619,6948,4,Austin mountain,ford,Gemmafort,West Midlands,B9F 3YL,29062.06,Student,10,Own,2015-09-27,0,,https://www.moss.com/,http://kennedy-carr.com/,,1.0
CUST00316,Donald,Morgan,1983-06-29,Male,hotmail.co.uk,58490,7595,5868,19,Walsh rue,trafficway,East Anne,Cheshire,RM5Y 9LG,29322.54,Self-Employed,21,Rent,2023-03-25,0,https://murray-kelly.info/,http://www.ahmed-watts.com/,http://robinson.com/,https://www.marsh-shah.com/,
CUST00317,Maurice,Moore,1987-08-11,Other,hotmail.co.uk,62327,0065,5539,188,Alison summit,fords,Lewisstad,Midlothian,N7 8YN,26464.32,Self-Employed,17,Own,2021-09-14,0,https://www.mason-kelly.com/,https://whittaker.com/,,https://hayes.biz/,0.0
CUST00318,Gail,Griffiths,1967-03-18,Other,outlook.com,51881,0107,8649,03,Thomas overpass,islands,Lewischester,East Lothian,WN3H 5TA,37852.84,Self-Employed,38,Own,2023-09-13,1,https://www.warner.com/,http://cook-thomas.com/,https://www.clarke-green.info/,http://fuller.net/,
CUST00319,Shannon,Kelly,1964-08-11,Female,hotmail.com,47012,9779,9403,64,Gary meadows,forge,New Stanley,Clackmannanshire,W83 5YU,32473.49,Self-Employed,19,Council Housing,2021-08-23,0,,https://www.walker.com/,http://russell.org/,,
CUST00320,Craig,Fry,1984-06-23,Male,outlook.com,23324,3446,1617,5,Shaun expressway,club,South Annaside,Dorset,WA4B 4LU,23978.61,Self-Employed,1,Council Housing,2021-12-29,0,http://martin.com/,,http://www.gibbons.com/,http://www.hunt-thomson.com/,0.0
CUST00321,Beverley,Wood,1999-03-27,Other,yahoo.co.uk,18366,4202,9017,91,Burrows hollow,harbor,O'Neillport,Cheshire,G3D 1TN,27636.77,Unemployed,27,Council Housing,2022-02-22,0,https://davidson-law.com/,http://jones.biz/,http://www.jackson.co.uk/,,0.0
CUST00322,Margaret,Lawrence,2002-07-16,Male,hotmail.com,92277,3444,1454,15,Harris village,flat,West Colin,Greater London,SN9 8WT,33151.52,Self-Employed,26,Council Housing,2020-10-21,1,http://www.gardiner.com/,,,,0.0
CUST00323,Stephen,Jackson,1978-11-03,Female,yahoo.com,76618,1511,0968,64,Mohamed trace,motorway,South Jemmaside,South Ayrshire,G6 3DQ,25552.09,Employed,5,Council Housing,2019-11-23,1,http://www.ahmed.com/,http://www.schofield.com/,https://www.rose.com/,http://payne.info/,
CUST00324,Alan,Webb,1964-07-18,Female,hotmail.com,99201,9222,3391,3,Julie falls,path,Nolanville,Nottinghamshire,L94 6NP,32351.25,Unemployed,35,Rent,2017-07-25,1,http://knight.com/,https://lord.net/,https://phillips.com/,,
CUST00325,Carole,Watson,1976-04-05,Male,yahoo.co.uk,73498,9147,3695,4,Hobbs groves,track,Williamsmouth,Stirling,N38 2YX,19007.86,Student,9,Own,2021-03-08,1,http://www.howell-walker.biz/,https://www.webb-jones.com/,https://morris.com/,https://singh.biz/,
CUST00326,Lorraine,Mills,1988-08-14,Other,yahoo.com,61682,1168,0148,678,Suzanne dam,lights,Marionborough,Greater Manchester,E46 9NT,48193.63,Unemployed,37,Council Housing,2022-03-03,1,http://white.co.uk/,http://doyle.com/,http://morris.org/,,1.0
CUST00327,Harriet,Sutton,1960-03-10,Male,yahoo.com,94811,3539,4901,3,Abdul groves,forge,Bellchester,Clackmannanshire,TR3X 8EN,26893.33,Self-Employed,28,Council Housing,2016-03-11,0,,,https://www.farmer.org/,,
CUST00328,Robin,Thomas,1976-07-01,Other,hotmail.co.uk,16049,1990,5316,7,Danielle villages,ramp,East Paigefurt,Derbyshire,N7 1UE,46052.31,Self-Employed,3,Own,2018-11-16,1,http://www.richardson.com/,,https://taylor.net/,http://baldwin.info/,0.0
CUST00329,Julia,Burns,1968-09-20,Male,yahoo.co.uk,93678,9161,5069,626,Jane plaza,glen,Tomburgh,Wiltshire,W41 2QN,29243.37,Employed,4,Council Housing,2023-09-11,0,http://freeman.net/,https://butler-osullivan.org/,,http://www.connolly.co.uk/,1.0
CUST00330,Beth,Elliott,1988-11-10,Female,yahoo.co.uk,63558,4607,8710,6,Henderson circle,spring,Oliverfort,Hertfordshire,G0H 2HW,42649.78,Student,15,Rent,2017-04-23,0,,http://wade.com/,http://www.brown-white.com/,http://www.watkins-wright.com/,
CUST00331,Ryan,Winter,1965-09-11,Other,gmail.com,79135,0641,1945,4,Molly isle,well,Port Denise,Essex,EX4R 7NF,31005.09,Self-Employed,24,Own,2024-10-13,0,http://www.hart.net/,http://www.morton-ward.net/,http://www.doherty-griffin.co.uk/,,
CUST00332,Jacob,Gibson,2004-05-16,Other,hotmail.co.uk,43699,0696,5673,7,Hyde cape,corner,Stephensmouth,Cardiganshire,L6 4YX,49936.04,Employed,38,Council Housing,2016-05-31,1,http://thomson.com/,http://matthews.biz/,,,
CUST00333,Bryan,Phillips,1990-09-16,Female,yahoo.co.uk,50842,1553,6024,5,Long track,forest,Lake Gareth,Perth and Kinross,SK9 5GJ,45234.13,Employed,25,Council Housing,2016-10-27,1,,https://www.cooper.com/,,https://franklin.org/,0.0
CUST00334,Grace,Green,1970-03-01,Male,gmail.com,42922,9370,5022,6,Vanessa prairie,causeway,New Shanebury,Nottinghamshire,PR3 9UD,10464.45,Employed,15,Rent,2016-06-19,1,http://www.brown.biz/,http://gallagher.biz/,https://lewis.com/,https://www.patterson.com/,
CUST00335,Julian,Savage,1982-11-01,Male,outlook.com,23167,4539,2092,157,Jane shore,cliffs,East Waynebury,Devon,CH6R 0RU,28052.19,Student,37,Own,2022-09-09,0,http://kirk.co.uk/,,,,
CUST00336,Danielle,Lees,1983-08-16,Other,hotmail.co.uk,12684,0375,6693,7,Webb shoals,plaza,Port Jill,Dundee City,HR91 3WF,16929.48,Employed,7,Own,2016-02-13,1,http://www.king-holland.biz/,https://www.rowe.com/,https://www.jones.com/,https://www.jones.co.uk/,
CUST00337,Deborah,Sinclair,1985-09-04,Other,hotmail.co.uk,64878,5069,7293,509,Jackson forge,glens,Ashleyland,Hampshire,E4G 0GF,49266.41,Employed,29,Council Housing,2018-10-01,1,https://walton-baxter.co.uk/,http://page-wood.info/,,http://taylor.co.uk/,
CUST00338,Lee,Nicholls,1973-04-09,Other,yahoo.com,14782,6363,4264,333,Baker spring,ports,Brownhaven,Lincolnshire,NP9P 1HR,25977.47,Employed,14,Rent,2015-07-26,0,https://bell.org/,http://www.robinson.com/,http://www.smith.com/,,1.0
CUST00339,Lynne,Begum,1984-11-17,Female,gmail.com,11546,0431,7475,80,Luke road,route,North Sophiehaven,West Yorkshire,GL71 7XL,53438.41,Unemployed,24,Council Housing,2016-01-12,1,,,http://www.gregory.com/,https://www.harrison-williams.com/,1.0
CUST00340,Claire,Lewis,1985-11-27,Other,yahoo.co.uk,11997,5835,5339,982,Walsh locks,shoals,North Jade,Armagh,HP80 5XL,42624.58,Unemployed,9,Rent,2022-08-26,0,https://taylor.com/,http://www.cook.com/,,,
CUST00341,Catherine,Mitchell,1988-09-04,Male,hotmail.co.uk,45150,8972,5278,30,John mills,corner,North Anthony,Kent,WF4E 4NU,30673.49,Unemployed,29,Council Housing,2019-02-06,0,http://slater.info/,https://www.lee.com/,https://www.hargreaves-john.com/,https://rowley-thomas.org/,1.0
CUST00342,Gail,Patel,1975-05-18,Male,yahoo.com,40095,4390,5010,6,Samantha branch,burgs,East Joannestad,Glasgow City,L4W 5ZT,22823.14,Student,28,Rent,2024-11-17,0,http://www.barber-knight.com/,https://foster.com/,https://green.net/,https://davies-smith.com/,
CUST00343,Daniel,Hawkins,1965-08-26,Male,yahoo.co.uk,66528,2086,7163,033,Sutton vista,shoal,South June,Fermanagh,B10 0YB,23891.74,Employed,37,Rent,2024-05-15,0,,,http://www.williams.com/,http://www.graham.com/,
CUST00344,Gary,Goodwin,2000-04-03,Other,yahoo.com,93043,8159,0967,9,Hurst highway,dam,New Fionaville,West Sussex,S93 6QA,35239.95,Student,12,Council Housing,2017-03-08,0,https://jones-taylor.net/,https://taylor-harvey.net/,http://williams.co.uk/,https://www.briggs.co.uk/,0.0
CUST00345,Shaun,Nicholls,1986-09-27,Female,yahoo.com,26667,8907,7265,764,Georgina villages,field,Staceytown,West Yorkshire,E4 7ER,30202.08,Self-Employed,36,Own,2021-01-09,0,https://www.rees.com/,https://wilkinson.com/,http://rowe.com/,http://www.phillips-campbell.com/,1.0
CUST00346,Zoe,Wells,1997-08-09,Female,yahoo.co.uk,70302,2906,2007,302,Thornton lights,run,Khanshire,Aberdeenshire,EC7 0PU,40460.79,Self-Employed,38,Own,2016-12-24,0,https://harding-hunt.com/,https://parker-palmer.info/,http://rogers.com/,http://lynch-wheeler.net/,
CUST00347,Cheryl,West,1983-07-03,Male,hotmail.co.uk,48348,2077,6958,5,Stewart island,union,West Ryanburgh,Eilean Siar,JE7 0BT,35290.88,Employed,39,Rent,2018-10-08,1,,,,,
CUST00348,Leonard,Thompson,2000-06-26,Other,yahoo.com,77372,1502,9433,95,Jason union,stravenue,North Patrickbury,South Lanarkshire,OX0 2RQ,30087.91,Unemployed,39,Own,2018-07-23,1,,,,,
CUST00349,Kelly,Warren,1969-07-22,Other,hotmail.co.uk,62510,0919,7281,73,Angela glen,lights,Port Bradleyland,Stirling,WA7 6GS,22326.66,Self-Employed,32,Own,2019-10-17,1,,http://www.day-smith.com/,https://brown.com/,,0.0
CUST00350,Diane,Bradshaw,1965-02-13,Other,hotmail.co.uk,30399,6731,9364,02,Frank coves,gateway,Waynefort,Monmouthshire,LA6 2ZZ,59113.9,Employed,18,Rent,2016-07-03,1,http://wright-morris.co.uk/,,https://www.bishop.com/,https://www.young-patel.com/,0.0
CUST00351,Ian,Vincent,1970-01-31,Other,outlook.com,71150,1629,1573,767,Richard knolls,dam,Jonesmouth,Shetland Islands,HS9 5HB,22476.09,Employed,25,Own,2019-09-29,1,https://boyle.com/,,,http://gough.org/,0.0
CUST00352,Joshua,Shah,1980-06-28,Other,outlook.com,02958,1823,1334,01,Walsh alley,courts,New Sylvia,Fife,N32 8HD,32729.72,Student,26,Council Housing,2021-12-30,1,http://allan.com/,http://hicks.com/,https://jones.com/,https://www.smith.com/,
CUST00353,Adam,Morgan,1960-01-07,Male,yahoo.co.uk,63485,1944,7671,7,Hunter valleys,crescent,Bankschester,Somerset,N6B 6RT,33963.95,Unemployed,18,Own,2024-09-01,1,http://www.evans-martin.com/,,,http://hussain.com/,0.0
CUST00354,Charlie,Holmes,1979-01-23,Male,outlook.com,14466,1524,5689,98,Bennett forge,lane,North Matthew,Tyne and Wear,L7S 6JD,24878.71,Employed,4,Rent,2021-04-11,1,,http://www.scott.com/,https://www.sheppard-wilson.com/,http://patel.com/,
CUST00355,Rosemary,Green,1996-05-19,Other,yahoo.co.uk,28247,9849,1486,65,Andrea river,place,North Annland,Dundee City,N63 6HE,45124.33,Student,29,Own,2018-04-11,0,https://patterson-williamson.biz/,http://rogers.net/,http://www.bryant.org/,http://stewart.com/,
CUST00356,Carly,West,1993-05-31,Other,gmail.com,75321,9037,8127,39,Jacob islands,trail,Kennethmouth,Surrey,G5 4US,24696.56,Student,7,Council Housing,2018-06-21,1,http://www.kay.net/,https://www.anderson.com/,https://green.com/,,
CUST00357,Lee,Gibbs,1960-01-03,Female,yahoo.co.uk,85909,7735,7217,340,Stewart curve,run,Lake Ronald,Surrey,L0 3GJ,37769.79,Student,11,Council Housing,2022-10-19,1,https://green.com/,https://thompson-carter.net/,https://www.robinson.com/,,
CUST00358,Laura,Bailey,2000-04-23,Female,hotmail.com,65118,9891,1103,65,Farrell ports,ramp,North Ashleigh,Merseyside,W66 9SZ,17280.11,Unemployed,19,Own,2018-05-13,1,http://barnes.com/,https://www.johnson.com/,http://www.clarke-lambert.com/,https://www.douglas-williamson.com/,
CUST00359,Mathew,Craig,1973-02-18,Female,hotmail.com,34375,8269,8959,70,Shirley meadow,valley,Abbottborough,Wiltshire,E7G 0LT,47693.61,Unemployed,15,Rent,2017-07-15,0,,http://www.carter.com/,,,0.0
CUST00360,Henry,Khan,1994-01-11,Other,yahoo.co.uk,44966,0690,7566,505,Joanna stream,parkways,Curtisville,Radnorshire,SE44 3NH,38732.18,Employed,14,Rent,2021-09-04,1,,,,,
CUST00361,Kathryn,Shah,1989-01-05,Female,hotmail.co.uk,04505,7892,6481,638,Allen trace,summit,Taylorton,Stirling,DH58 3AD,22945.89,Unemployed,33,Rent,2015-10-15,0,,http://www.parry-patel.com/,,http://www.carter.net/,0.0
CUST00362,Laura,Kennedy,1992-09-28,Male,yahoo.co.uk,86703,6896,7317,45,Hall meadow,extensions,Ballfurt,South Yorkshire,LA85 8ZX,15204.64,Unemployed,3,Rent,2023-09-22,0,https://morgan-taylor.org/,https://smith.com/,http://williams.com/,http://www.mccarthy-burton.info/,0.0
CUST00363,Lawrence,Jennings,1969-08-23,Other,gmail.com,67514,0009,5653,23,Victoria meadows,bypass,Port Alanview,Argyll and Bute,E1 3NY,43832.95,Self-Employed,22,Rent,2021-07-27,1,https://www.foster.net/,https://hopkins.co.uk/,https://www.hunt.biz/,http://rogers.net/,0.0
CUST00364,Carly,Miller,1987-03-16,Other,hotmail.co.uk,04796,0891,7398,22,Howard centers,knoll,East Craigside,Radnorshire,BD47 7JH,42429.25,Student,15,Rent,2024-10-20,1,http://hunter-knight.com/,,https://taylor-mason.com/,http://smith.co.uk/,
